,Mobile_Name,User_Rating,Mobile_Price,Total_Ratings_Reviews,Spec_Ram_Rom,Spec_Display,Spec_Camera
0,"Redmi Note 4 (Dark Grey, 64 GB)",4.4 ★,"₹10,999","1,201,542 Ratings & 213,453 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.5 inch Full HD Display,13MP Rear Camera | 5MP Front Camera
1,"Apple iPhone SE (Space Grey, 32 GB)",4.4 ★,"₹17,975","34,436 Ratings & 5,517 Reviews",32 GB ROM |,4 inch Retina Display,12MP Rear Camera | 1.2MP Front Camera
2,"Redmi Note 5 Pro (Blue, 64 GB)",4.5 ★,"₹14,999","331,061 Ratings & 47,820 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP + 5MP Dual Rear Camera | 20MP Front Camera
3,"Honor 9 Lite (Midnight Black, 32 GB)",4.3 ★,"₹10,999","281,348 Ratings & 50,226 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
4,"Honor 9 Lite (Glacier Grey, 64 GB)",4.3 ★,"₹14,999","52,666 Ratings & 9,278 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
5,"Honor 9 Lite (Sapphire Blue, 32 GB)",4.3 ★,"₹10,999","281,348 Ratings & 50,226 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
6,"Honor 9 Lite (Sapphire Blue, 64 GB)",4.3 ★,"₹14,999","52,666 Ratings & 9,278 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
7,"Honor 9 Lite (Glacier Grey, 32 GB)",4.3 ★,"₹10,999","281,348 Ratings & 50,226 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
8,"Honor 9 Lite (Midnight Black, 64 GB)",4.3 ★,"₹14,999","52,666 Ratings & 9,278 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
9,"Asus Zenfone Max Pro M1 (Black, 64 GB)",4.3 ★,"₹12,999","42,043 Ratings & 9,686 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5.99 inch Full HD+ Display,13MP + 5MP Dual Rear Camera | 8MP Front Camera
10,"Moto X4 (Sterling Blue, 64 GB)",4.3 ★,"₹24,999","6,245 Ratings & 1,279 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5.2 inch Full HD Display,12MP + 8MP Dual Rear Camera | 16MP Front Camera
11,"Moto X4 (Super Black, 64 GB)",4.3 ★,"₹24,999","6,245 Ratings & 1,279 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5.2 inch Full HD Display,12MP + 8MP Dual Rear Camera | 16MP Front Camera
12,"VIVO Y83 (Gold, 32 GB)",4.3 ★,"₹14,990","2,005 Ratings & 347 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6.22 inch HD+ Display,13MP Rear Camera | 8MP Front Camera
13,"VIVO Y83 (Black, 32 GB)",4.3 ★,"₹14,990","2,005 Ratings & 347 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6.22 inch HD+ Display,13MP Rear Camera | 8MP Front Camera
14,"Alcatel U5 HD (Metallic Black, 16 GB)",3.7 ★,"₹5,999",436 Ratings & 103 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5.0 inch HD Display,13MP Rear Camera | 8MP Front Camera
15,"Samsung Galaxy J3 Pro (White, 16 GB)",4.2 ★,"₹7,490","103,739 Ratings & 15,967 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Rear Camera | 5MP Front Camera
16,"Asus Zenfone GO (Black, 16 GB)",3.7 ★,"₹5,999",443 Ratings & 74 Reviews,2 GB RAM | 16 GB ROM |,5.5 inch HD Display,13MP Rear Camera | 5MP Front Camera
17,Nokia 105 Dual Sim 2017,4.1 ★,"₹1,100","13,425 Ratings & 1,988 Reviews",4 MB RAM | 4 MB ROM |,1.8 inch Display,800 mAh Battery
18,"Mobiistar CQ (Gold, 16 GB)",3.9 ★,"₹4,999","3,628 Ratings & 1,178 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Rear Camera | 13MP Front Camera
19,"Mobiistar CQ (Black, 16 GB)",3.9 ★,"₹4,999","3,628 Ratings & 1,178 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Rear Camera | 13MP Front Camera
20,"Moto C Plus (Fine Gold, 16 GB)",4.1 ★,"₹6,999","317,461 Ratings & 53,643 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Rear Camera | 2MP Front Camera
21,"Moto C Plus (Starry Black, 16 GB)",4.1 ★,"₹6,999","317,461 Ratings & 53,643 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Rear Camera | 2MP Front Camera
22,"Moto C Plus (Pearl White, 16 GB)",4.1 ★,"₹6,999","317,461 Ratings & 53,643 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Rear Camera | 2MP Front Camera
23,"Honor 10 (Phantom Blue, 128 GB)",4.4 ★,"₹32,999","2,940 Ratings & 790 Reviews",6 GB RAM | 128 GB ROM |,5.84 inch Full HD+ Display,24MP + 16MP Dual Rear Camera | 24MP Front Camera
24,"Redmi Note 5 Pro (Gold, 64 GB)",4.5 ★,"₹14,999","331,061 Ratings & 47,820 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP + 5MP Dual Rear Camera | 20MP Front Camera
25,"Redmi Note 5 (Gold, 32 GB)",4.4 ★,"₹9,999","224,355 Ratings & 33,942 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP Rear Camera | 5MP Front Camera
26,"Samsung Galaxy On Nxt (Gold, 16 GB)",4.2 ★,"₹10,999","275,338 Ratings & 50,359 Reviews",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,5.5 inch Full HD Display,13MP Rear Camera | 8MP Front Camera
27,"Samsung Galaxy J8 (Blue, 64 GB)",4.4 ★,"₹18,990","1,829 Ratings & 293 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 inch HD+ Display,16MP + 5MP Dual Rear Camera | 16MP Front Camera
28,"Redmi Note 5 (Gold, 64 GB)",4.4 ★,"₹11,999","231,595 Ratings & 31,566 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP Rear Camera | 5MP Front Camera
29,"Honor 7A (Blue, 32 GB)",4.2 ★,"₹8,999","39,144 Ratings & 5,923 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.7 inch HD+ Display,13MP + 2MP Dual Rear Camera | 8.0MP Front Camera
30,"Honor 7A (Black, 32 GB)",4.2 ★,"₹8,999","39,144 Ratings & 5,923 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.7 inch HD+ Display,13MP + 2MP Dual Rear Camera | 8.0MP Front Camera
31,"Redmi Note 5 Pro (Rose Gold, 64 GB)",4.5 ★,"₹14,999","331,061 Ratings & 47,820 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP + 5MP Dual Rear Camera | 20MP Front Camera
32,"Redmi Note 4 (Dark Grey, 64 GB)",4.4 ★,"₹10,999","1,201,537 Ratings & 213,453 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.5 inch Full HD Display,13MP Rear Camera | 5MP Front Camera
33,"Moto E4 Plus (Iron Gray, 32 GB)",4 ★,"₹8,999","415,155 Ratings & 82,088 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.5 inch HD Display,13MP Rear Camera | 5MP Front Camera
34,"Samsung Galaxy On Nxt (Black, 16 GB)",4.2 ★,"₹10,999","275,338 Ratings & 50,359 Reviews",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,5.5 inch Full HD Display,13MP Rear Camera | 8MP Front Camera
35,"Asus Zenfone Max Pro M1 (Grey, 64 GB)",4.3 ★,"₹12,999","42,043 Ratings & 9,686 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5.99 inch Full HD+ Display,13MP + 5MP Dual Rear Camera | 8MP Front Camera
36,"Apple iPhone SE (Space Grey, 32 GB)",4.4 ★,"₹17,975","34,436 Ratings & 5,517 Reviews",32 GB ROM |,4 inch Retina Display,12MP Rear Camera | 1.2MP Front Camera
37,"Alcatel 3V (Spectrum Gold, 32 GB)",3.5 ★,"₹9,999",163 Ratings & 86 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,6.0 inch Full HD+ Display,16MP + 5MP Dual Rear Camera | 8MP Front Camera
38,"Redmi Note 5 Pro (Blue, 64 GB)",4.5 ★,"₹14,999","331,061 Ratings & 47,820 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP + 5MP Dual Rear Camera | 20MP Front Camera
39,"Moto E4 Plus (Fine Gold, 32 GB)",4 ★,"₹9,949","415,155 Ratings & 82,088 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.5 inch HD Display,13MP Rear Camera | 5MP Front Camera
40,"Samsung Galaxy J3 Pro (Gold, 16 GB)",4.2 ★,"₹7,490","103,739 Ratings & 15,967 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Rear Camera | 5MP Front Camera
41,"Samsung Galaxy On Nxt (Gold, 64 GB)",4.2 ★,"₹12,900","275,338 Ratings & 50,359 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.5 inch Full HD Display,13MP Rear Camera | 8MP Front Camera
42,"Honor 9 Lite (Midnight Black, 32 GB)",4.3 ★,"₹10,999","281,348 Ratings & 50,226 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
43,"Samsung Galaxy J8 (Gold, 64 GB)",4.4 ★,"₹18,990","1,829 Ratings & 293 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 inch HD+ Display,16MP + 5MP Dual Rear Camera | 16MP Front Camera
44,"Honor 9 Lite (Glacier Grey, 64 GB)",4.3 ★,"₹14,999","52,667 Ratings & 9,278 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
45,"Honor 9 Lite (Sapphire Blue, 32 GB)",4.3 ★,"₹10,999","281,348 Ratings & 50,226 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
46,"Honor 9 Lite (Sapphire Blue, 64 GB)",4.3 ★,"₹14,999","52,667 Ratings & 9,278 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.65 inch FHD+ Display,13MP + 2MP Dual Rear Camera | 13MP + 2MP Dual Front Camera
47,I Kall K36,3.1 ★,₹939,327 Ratings & 67 Reviews,32 MB RAM | 64 MB ROM |,2.4 inch Display,0.3MP Rear Camera
48,"Samsung Galaxy On Nxt (Black, 64 GB)",4.2 ★,"₹12,900","275,338 Ratings & 50,359 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.5 inch Full HD Display,13MP Rear Camera | 8MP Front Camera
49,"Samsung Galaxy On6 (Blue, 64 GB)",4.4 ★,"₹14,490","2,883 Ratings & 489 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5.6 inch HD+ Display,13MP Rear Camera | 8MP Front Camera
50,"Asus ZenFone 5Z (Midnight Blue, 64 GB)",4.6 ★,"₹29,999","2,455 Ratings & 760 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6.2 inch Full HD+ Display,12MP + 8MP Dual Rear Camera | 8MP Front Camera
51,"Samsung Galaxy J8 (Blue, 64 GB)",4.4 ★,"₹18,990","1,829 Ratings & 293 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 inch HD+ Display,16MP + 5MP Dual Rear Camera | 16MP Front Camera
52,"Moto X4 (Sterling Blue, 64 GB)",4.3 ★,"₹24,999","6,245 Ratings & 1,279 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5.2 inch Full HD Display,12MP + 8MP Dual Rear Camera | 16MP Front Camera
53,"Moto X4 (Super Black, 64 GB)",4.3 ★,"₹24,999","6,245 Ratings & 1,279 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5.2 inch Full HD Display,12MP + 8MP Dual Rear Camera | 16MP Front Camera
54,"Panasonic Eluga I7 (Blue, 16 GB)",3.7 ★,"₹6,499","5,613 Ratings & 1,130 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5.45 inch HD+ Display,8MP Rear Camera | 8MP Front Camera
55,"Redmi Note 5 Pro (Gold, 64 GB)",4.6 ★,"₹16,999","44,790 Ratings & 6,437 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,5.99 inch Full HD+ Display,12MP + 5MP Dual Rear Camera | 20MP Front Camera
56,"Apple iPhone 6 (Space Grey, 32 GB)",4.4 ★,"₹23,975","44,553 Ratings & 5,428 Reviews",32 GB ROM |,4.7 inch Retina HD Display,8MP Rear Camera | 1.2MP Front Camera
57,"Alcatel 3V (Spectrum Gold, 32 GB)",3.5 ★,"₹9,999",163 Ratings & 86 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,6.0 inch Full HD+ Display,16MP + 5MP Dual Rear Camera | 8MP Front Camera
58,"Micromax Spark 4G (Black, 8 GB)",4 ★,"₹3,899","19,576 Ratings & 3,004 Reviews",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5.0 inch Display,5MP Rear Camera | 2MP Front Camera
59,"Micromax Spark 4G (Champagne, 8 GB)",4 ★,"₹4,099","19,576 Ratings & 3,004 Reviews",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5.0 inch Display,5MP Rear Camera | 2MP Front Camera
60,"Micromax Spark 4G (Cosmic Grey, 8 GB)",4 ★,"₹4,099","19,576 Ratings & 3,004 Reviews",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5.0 inch Display,5MP Rear Camera | 2MP Front Camera
61,"Samsung Galaxy J8 (Gold, 64 GB)",4.4 ★,"₹18,990","1,829 Ratings & 293 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,6 inch HD+ Display,16MP + 5MP Dual Rear Camera | 16MP Front Camera
62,"VIVO Y83 (Gold, 32 GB)",4.3 ★,"₹14,990","2,005 Ratings & 347 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6.22 inch HD+ Display,13MP Rear Camera | 8MP Front Camera
63,"VIVO Y83 (Black, 32 GB)",4.3 ★,"₹14,990","2,005 Ratings & 347 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6.22 inch HD+ Display,13MP Rear Camera | 8MP Front Camera
64,"Samsung Galaxy J3 Pro (Black, 16 GB)",4.2 ★,"₹7,490","103,739 Ratings & 15,967 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Rear Camera | 5MP Front Camera
65,"Micromax Vdeo 2 (Champagne, 8 GB)",3.9 ★,"₹3,499","5,301 Ratings & 691 Reviews",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,4.5 inch WVGA Display,5MP Rear Camera | 2MP Front Camera
66,"Micromax Vdeo 2 (Grey, 8 GB)",3.9 ★,"₹3,499","5,301 Ratings & 691 Reviews",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,4.5 inch WVGA Display,5MP Rear Camera | 2MP Front Camera
67,I Kall K36,3.1 ★,₹939,327 Ratings & 67 Reviews,32 MB RAM | 64 MB ROM |,2.4 inch Display,0.3MP Rear Camera
68,"Honor 8 Pro (Midnight Black, 128 GB)",4.4 ★,"₹23,999","8,614 Ratings & 2,208 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,5.7 inch Quad HD Display,12MP + 12MP Dual Rear Camera | 8MP Front Camera
